,home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date,home_rank,home_total_points,home_rank_change,home_previous_points,home_conf,away_rank,away_total_points,away_rank_change,away_previous_points,away_conf,hour
167,Belgium,Slovakia,0,1,27.63636363636364,30.727272727272727,2024-06-17,1.0,1828.45,0.0,1828.45,UEFA,46.0,1455.36,4.0,1455.36,UEFA,16
168,Estonia,Belgium,0,3,27.454545454545453,26.727272727272727,2023-06-20,106.0,1176.5,-1.0,1176.5,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
169,Belgium,Estonia,5,0,27.272727272727277,28.727272727272727,2023-09-12,1.0,1828.45,0.0,1828.45,UEFA,106.0,1176.5,-1.0,1176.5,UEFA,18
170,North Macedonia,Belgium,1,1,28.272727272727277,28.454545454545453,2025-06-06,67.0,1367.23,0.0,1367.23,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
171,Belgium,North Macedonia,0,0,27.818181818181817,28.90909090909091,2025-10-10,1.0,1828.45,0.0,1828.45,UEFA,67.0,1367.23,0.0,1367.23,UEFA,18
172,Belgium,Luxembourg,3,0,29.09090909090909,28.272727272727277,2024-06-08,1.0,1828.45,0.0,1828.45,UEFA,93.0,1236.45,0.0,1236.45,UEFA,18
173,Belgium,Egypt,1,2,28.545454545454547,29.545454545454547,2022-11-18,1.0,1828.45,0.0,1828.45,UEFA,34.0,1497.05,-11.0,1451.77,CAF,15
174,Belgium,Wales,4,3,28.454545454545453,27.727272727272727,2025-06-09,1.0,1828.45,0.0,1828.45,UEFA,20.0,1578.01,1.0,1578.01,UEFA,18
175,Wales,Belgium,2,4,27.181818181818183,27.181818181818183,2025-10-13,20.0,1578.01,1.0,1578.01,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
176,Wales,Belgium,1,1,27.181818181818183,28.818181818181817,2022-06-11,20.0,1578.01,1.0,1578.01,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
177,Belgium,Wales,2,1,29.63636363636364,25.181818181818183,2022-09-22,1.0,1828.45,0.0,1828.45,UEFA,20.0,1578.01,1.0,1578.01,UEFA,18
178,Belgium,Burkina Faso,3,0,26.545454545454547,26.90909090909091,2022-03-29,1.0,1828.45,0.0,1828.45,UEFA,56.0,1418.58,-4.0,1397.64,CAF,18
181,Croatia,Belgium,0,0,29.0,30.818181818181817,2022-12-01,15.0,1620.74,0.0,1620.74,UEFA,1.0,1828.45,0.0,1828.45,UEFA,15
182,Belgium,Poland,6,1,30.363636363636363,26.727272727272727,2022-06-08,1.0,1828.45,0.0,1828.45,UEFA,28.0,1530.62,1.0,1530.62,UEFA,18
183,Poland,Belgium,0,1,26.818181818181817,30.727272727272727,2022-06-14,28.0,1530.62,1.0,1530.62,UEFA,1.0,1828.45,0.0,1828.45,UEFA,18
184,Belgium,Kazakhstan,6,0,27.181818181818183,27.272727272727277,2025-09-07,1.0,1828.45,0.0,1828.45,UEFA,120.0,1140.71,1.0,1140.71,UEFA,18
185,Kazakhstan,Belgium,1,1,25.727272727272727,26.363636363636363,2025-11-15,120.0,1140.71,1.0,1140.71,UEFA,1.0,1828.45,0.0,1828.45,UEFA,14
186,Ukraine,Belgium,3,1,26.727272727272727,28.90909090909091,2025-03-20,27.0,1535.08,2.0,1535.08,UEFA,1.0,1828.45,0.0,1828.45,UEFA,19
187,Belgium,Ukraine,3,0,29.363636363636363,26.0,2025-03-23,1.0,1828.45,0.0,1828.45,UEFA,27.0,1535.08,2.0,1535.08,UEFA,19
188,Ukraine,Belgium,0,0,25.545454545454547,28.545454545454547,2024-06-26,27.0,1535.08,2.0,1535.08,UEFA,1.0,1828.45,0.0,1828.45,UEFA,16
189,Belgium,Serbia,1,0,23.63636363636364,27.181818181818183,2023-11-15,1.0,1828.45,0.0,1828.45,UEFA,25.0,1547.38,2.0,1547.38,UEFA,19
190,Belgium,Israel,3,1,26.454545454545453,25.454545454545453,2024-09-06,1.0,1828.45,0.0,1828.45,UEFA,77.0,1306.7,-1.0,1306.7,UEFA,18
191,Israel,Belgium,1,0,26.363636363636363,25.181818181818183,2024-11-17,77.0,1306.7,-1.0,1306.7,UEFA,1.0,1828.45,0.0,1828.45,UEFA,19
192,Senegal,Peru,2,0,26.818181818181817,29.63636363636364,2026-03-28,18.0,1587.78,-2.0,1561.68,CAF,22.0,1563.45,0.0,1551.15,CONMEBOL,16
193,Senegal,Gabon,3,0,24.727272727272727,2.909090909090909,2024-03-22,18.0,1587.78,-2.0,1561.68,CAF,82.0,1290.65,-7.0,1262.0,CAF,19
194,Senegal,Kenya,8,0,26.727272727272727,25.363636363636363,2025-11-18,18.0,1587.78,-2.0,1561.68,CAF,103.0,1202.26,1.0,1202.26,CAF,15
195,England,Senegal,3,1,26.181818181818183,27.0,2025-06-10,5.0,1755.52,1.0,1755.52,UEFA,18.0,1587.78,-2.0,1561.68,CAF,18
196,England,Senegal,0,3,26.363636363636363,26.545454545454547,2022-12-04,5.0,1755.52,1.0,1755.52,UEFA,18.0,1587.78,-2.0,1561.68,CAF,19
197,Burundi,Senegal,1,0,24.818181818181817,27.454545454545453,2024-09-09,141.0,1075.82,1.0,1075.82,CAF,18.0,1587.78,-2.0,1561.68,CAF,13
198,Senegal,Burundi,2,0,27.181818181818183,26.09090909090909,2024-11-19,18.0,1587.78,-2.0,1561.68,CAF,141.0,1075.82,1.0,1075.82,CAF,19
199,Senegal,Madagascar,1,0,21.545454545454547,27.272727272727277,2023-01-31,18.0,1587.78,-2.0,1561.68,CAF,102.0,1205.61,1.0,1205.61,CAF,19
200,Senegal,Niger,1,0,26.818181818181817,25.63636363636364,2024-01-08,18.0,1587.78,-2.0,1561.68,CAF,114.0,1158.39,1.0,1158.39,CAF,18
201,Senegal,Togo,2,0,27.90909090909091,26.545454545454547,2025-03-25,18.0,1587.78,-2.0,1561.68,CAF,126.0,1133.24,2.0,1133.24,CAF,21
202,Togo,Senegal,0,0,26.63636363636364,27.818181818181817,2023-11-21,126.0,1133.24,2.0,1133.24,CAF,18.0,1587.78,-2.0,1561.68,CAF,16
203,Senegal,Eswatini,10,9,21.90909090909091,27.90909090909091,2022-07-13,18.0,1587.78,-2.0,1561.68,CAF,147.0,1054.14,1.0,1054.14,CAF,12
204,Senegal,Guinea,1,0,2.272727272727273,0.0,2025-07-07,18.0,1587.78,-2.0,1561.68,CAF,81.0,1292.58,0.0,1298.32,CAF,17
205,Guinea,Senegal,2,0,26.454545454545453,28.454545454545453,2024-01-23,81.0,1292.58,0.0,1298.32,CAF,18.0,1587.78,-2.0,1561.68,CAF,17
207,Benin,Senegal,3,0,25.454545454545453,28.63636363636364,2025-12-30,83.0,1282.53,0.0,1282.53,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
208,Senegal,Benin,1,0,28.63636363636364,25.272727272727277,2024-03-26,18.0,1587.78,-2.0,1561.68,CAF,83.0,1282.53,0.0,1282.53,CAF,19
209,Benin,Senegal,1,1,25.818181818181817,26.181818181818183,2023-06-17,83.0,1282.53,0.0,1282.53,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
210,Senegal,Benin,3,1,27.454545454545453,27.727272727272727,2022-06-04,18.0,1587.78,-2.0,1561.68,CAF,83.0,1282.53,0.0,1282.53,CAF,19
211,Senegal,Congo,1,1,22.2,24.0,2025-08-12,18.0,1587.78,-2.0,1561.68,CAF,97.0,1221.4,0.0,1221.4,CAF,14
212,Senegal,Cameroon,3,1,27.0,27.0,2024-01-19,18.0,1587.78,-2.0,1561.68,CAF,38.0,1480.82,-12.0,1437.35,CAF,17
213,Senegal,Cameroon,1,0,28.0,27.09090909090909,2023-10-16,18.0,1587.78,-2.0,1561.68,CAF,38.0,1480.82,-12.0,1437.35,CAF,18
214,Senegal,Botswana,3,0,29.0,29.272727272727277,2025-12-23,18.0,1587.78,-2.0,1561.68,CAF,149.0,1051.59,1.0,1051.59,CAF,15
215,Senegal,Rwanda,1,1,22.454545454545453,25.727272727272727,2023-09-09,18.0,1587.78,-2.0,1561.68,CAF,136.0,1097.16,1.0,1095.34,CAF,19
216,Rwanda,Senegal,1,0,26.63636363636364,27.727272727272727,2022-06-07,136.0,1097.16,1.0,1095.34,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
217,Zambia,Senegal,3,4,25.545454545454547,23.09090909090909,2022-07-15,88.0,1264.64,0.0,1264.64,CAF,18.0,1587.78,-2.0,1561.68,CAF,17
218,Senegal,Sudan,3,1,29.545454545454547,30.363636363636363,2026-01-03,18.0,1587.78,-2.0,1561.68,CAF,133.0,1118.31,8.0,1131.74,CAF,16
219,Sudan,Senegal,0,0,25.09090909090909,22.0,2025-08-19,133.0,1118.31,8.0,1131.74,CAF,18.0,1587.78,-2.0,1561.68,CAF,17
220,Sudan,Senegal,0,0,30.818181818181817,28.63636363636364,2025-03-22,133.0,1118.31,8.0,1131.74,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
221,Senegal,Sudan,2,0,27.272727272727277,30.09090909090909,2025-09-05,18.0,1587.78,-2.0,1561.68,CAF,133.0,1118.31,8.0,1131.74,CAF,19
222,Mali,Senegal,1,0,27.90909090909091,29.545454545454547,2026-01-09,48.0,1446.49,-5.0,1427.98,CAF,18.0,1587.78,-2.0,1561.68,CAF,16
224,Bolivia,Senegal,2,0,27.09090909090909,26.181818181818183,2022-09-24,76.0,1308.12,-1.0,1324.21,CONMEBOL,18.0,1587.78,-2.0,1561.68,CAF,17
226,Senegal,Nigeria,1,0,22.2,22.818181818181817,2025-08-05,18.0,1587.78,-2.0,1561.68,CAF,32.0,1509.91,-4.0,1478.78,CAF,17
227,Senegal,Mauritania,4,0,28.454545454545453,25.818181818181817,2025-10-14,18.0,1587.78,-2.0,1561.68,CAF,116.0,1152.52,13.0,1190.26,CAF,19
228,Mauritania,Senegal,1,0,26.63636363636364,27.363636363636363,2024-06-09,116.0,1152.52,13.0,1190.26,CAF,18.0,1587.78,-2.0,1561.68,CAF,16
229,Senegal,Mauritania,1,0,21.545454545454547,26.363636363636363,2023-01-27,18.0,1587.78,-2.0,1561.68,CAF,116.0,1152.52,13.0,1190.26,CAF,19
232,Senegal,Burkina Faso,1,1,27.818181818181817,25.363636363636363,2024-09-06,18.0,1587.78,-2.0,1561.68,CAF,56.0,1418.58,-4.0,1397.64,CAF,19
233,Burkina Faso,Senegal,1,0,26.818181818181817,27.545454545454547,2024-11-14,56.0,1418.58,-4.0,1397.64,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
236,Senegal,Mozambique,5,1,29.09090909090909,30.63636363636364,2023-03-24,18.0,1587.78,-2.0,1561.68,CAF,117.0,1151.0,-1.0,1151.0,CAF,19
237,Mozambique,Senegal,1,0,28.363636363636363,28.545454545454547,2023-03-28,117.0,1151.0,-1.0,1151.0,CAF,18.0,1587.78,-2.0,1561.68,CAF,16
238,Mozambique,Senegal,4,2,25.727272727272727,22.63636363636364,2022-07-17,117.0,1151.0,-1.0,1151.0,CAF,18.0,1587.78,-2.0,1561.68,CAF,13
239,Senegal,Malawi,4,0,26.272727272727277,26.09090909090909,2024-10-11,18.0,1587.78,-2.0,1561.68,CAF,119.0,1145.08,-10.0,1127.21,CAF,19
240,Malawi,Senegal,1,0,25.727272727272727,26.727272727272727,2024-10-15,119.0,1145.08,-10.0,1127.21,CAF,18.0,1587.78,-2.0,1561.68,CAF,13
242,Senegal,DR Congo,1,1,29.0,28.454545454545453,2025-12-27,18.0,1587.78,-2.0,1561.68,CAF,66.0,1369.53,2.0,1375.64,CAF,15
243,DR Congo,Senegal,3,2,28.63636363636364,28.363636363636363,2025-09-09,66.0,1369.53,2.0,1375.64,CAF,18.0,1587.78,-2.0,1561.68,CAF,16
244,Senegal,DR Congo,1,1,27.63636363636364,28.454545454545453,2024-06-06,18.0,1587.78,-2.0,1561.68,CAF,66.0,1369.53,2.0,1375.64,CAF,19
245,Senegal,DR Congo,3,0,22.363636363636363,28.0,2023-01-22,18.0,1587.78,-2.0,1561.68,CAF,66.0,1369.53,2.0,1375.64,CAF,19
246,Algeria,Senegal,5,4,27.454545454545453,22.181818181818183,2023-02-04,43.0,1460.93,14.0,1516.51,CAF,18.0,1587.78,-2.0,1561.68,CAF,19
247,Senegal,Algeria,0,1,27.90909090909091,28.0,2023-09-12,18.0,1587.78,-2.0,1561.68,CAF,43.0,1460.93,14.0,1516.51,CAF,19
248,Algeria,Senegal,2,2,26.727272727272727,22.272727272727277,2022-12-17,43.0,1460.93,14.0,1516.51,CAF,18.0,1587.78,-2.0,1561.68,CAF,17
249,Uganda,Senegal,1,0,25.363636363636363,22.0,2025-08-23,84.0,1279.18,2.0,1285.28,CAF,18.0,1587.78,-2.0,1561.68,CAF,14
250,Senegal,Uganda,0,1,21.545454545454547,24.545454545454547,2023-01-18,18.0,1587.78,-2.0,1561.68,CAF,84.0,1279.18,2.0,1285.28,CAF,19
251,Japan,Hong Kong,6,1,27.454545454545453,29.272727272727277,2025-07-08,23.0,1549.82,-3.0,1531.53,AFC,148.0,1053.39,1.0,1053.39,AFC,10
252,Japan,Hong Kong,6,0,25.63636363636364,28.09090909090909,2022-07-19,23.0,1549.82,-3.0,1531.53,AFC,148.0,1053.39,1.0,1053.39,AFC,10
253,Japan,Costa Rica,0,1,28.363636363636363,30.363636363636363,2022-11-27,23.0,1549.82,-3.0,1531.53,AFC,42.0,1464.06,-7.0,1437.43,CONCACAF,10
254,Japan,Peru,4,1,27.272727272727277,30.818181818181817,2023-06-20,23.0,1549.82,-3.0,1531.53,AFC,22.0,1563.45,0.0,1551.15,CONMEBOL,9
255,England,Japan,0,1,25.545454545454547,28.63636363636364,2026-03-31,5.0,1755.52,1.0,1755.52,UEFA,23.0,1549.82,-3.0,1531.53,AFC,18
261,Japan,Saudi Arabia,0,0,26.181818181818183,25.63636363636364,2025-03-25,23.0,1549.82,-3.0,1531.53,AFC,53.0,1433.95,2.0,1434.71,AFC,10
262,Saudi Arabia,Japan,0,2,27.272727272727277,27.727272727272727,2024-10-10,53.0,1433.95,2.0,1434.71,AFC,23.0,1549.82,-3.0,1531.53,AFC,18
264,Japan,Ghana,2,0,26.818181818181817,24.181818181818183,2025-11-14,23.0,1549.82,-3.0,1531.53,AFC,61.0,1381.45,9.0,1428.97,CAF,10
265,Japan,Ghana,4,1,28.09090909090909,27.363636363636363,2022-06-10,23.0,1549.82,-3.0,1531.53,AFC,61.0,1381.45,9.0,1428.97,CAF,9
266,Japan,Bahrain,2,0,27.272727272727277,30.818181818181817,2025-03-20,23.0,1549.82,-3.0,1531.53,AFC,89.0,1263.61,-2.0,1252.19,AFC,10
267,Bahrain,Japan,1,3,29.63636363636364,26.0,2024-01-31,89.0,1263.61,-2.0,1252.19,AFC,23.0,1549.82,-3.0,1531.53,AFC,11
268,Bahrain,Japan,0,5,28.727272727272727,27.727272727272727,2024-09-10,89.0,1263.61,-2.0,1252.19,AFC,23.0,1549.82,-3.0,1531.53,AFC,16
269,Japan,Thailand,5,0,25.63636363636364,27.90909090909091,2024-01-01,23.0,1549.82,-3.0,1531.53,AFC,112.0,1160.14,-3.0,1156.16,AFC,5
270,Japan,Indonesia,6,0,25.545454545454547,26.545454545454547,2025-06-10,23.0,1549.82,-3.0,1531.53,AFC,160.0,1001.61,-4.0,992.31,AFC,10
271,Japan,Indonesia,3,1,26.0,23.818181818181817,2024-01-24,23.0,1549.82,-3.0,1531.53,AFC,160.0,1001.61,-4.0,992.31,AFC,11
272,Indonesia,Japan,0,4,25.0,27.09090909090909,2024-11-15,160.0,1001.61,-4.0,992.31,AFC,23.0,1549.82,-3.0,1531.53,AFC,12
273,Japan,Tunisia,2,0,25.90909090909091,27.818181818181817,2023-10-17,23.0,1549.82,-3.0,1531.53,AFC,36.0,1489.92,6.0,1512.72,CAF,10
274,Japan,Tunisia,0,3,28.90909090909091,27.09090909090909,2022-06-14,23.0,1549.82,-3.0,1531.53,AFC,36.0,1489.92,6.0,1512.72,CAF,9
275,Iran,Japan,2,1,31.272727272727277,26.272727272727277,2024-02-03,21.0,1572.89,0.0,1557.58,AFC,23.0,1549.82,-3.0,1531.53,AFC,11
277,Japan,Vietnam,4,2,27.09090909090909,25.63636363636364,2024-01-14,23.0,1549.82,-3.0,1531.53,AFC,98.0,1218.55,0.0,1212.54,AFC,11
278,Japan,Vietnam,1,1,28.545454545454547,26.181818181818183,2022-03-29,23.0,1549.82,-3.0,1531.53,AFC,98.0,1218.55,0.0,1212.54,AFC,10
279,Myanmar,Japan,0,5,25.0,27.09090909090909,2024-06-06,152.0,1044.56,0.0,1044.56,AFC,23.0,1549.82,-3.0,1531.53,AFC,12
280,Japan,Myanmar,5,0,26.363636363636363,25.181818181818183,2023-11-16,23.0,1549.82,-3.0,1531.53,AFC,152.0,1044.56,0.0,1044.56,AFC,10
281,Japan,Spain,2,1,28.272727272727277,24.90909090909091,2022-12-01,23.0,1549.82,-3.0,1531.53,AFC,7.0,1704.75,0.0,1704.75,UEFA,19
282,Japan,Uruguay,1,1,26.545454545454547,26.90909090909091,2023-03-24,23.0,1549.82,-3.0,1531.53,AFC,16.0,1614.05,-1.0,1596.66,CONMEBOL,10
283,Japan,Bolivia,3,0,28.09090909090909,23.0,2025-11-18,23.0,1549.82,-3.0,1531.53,AFC,76.0,1308.12,-1.0,1324.21,CONMEBOL,10
284,Mexico,Japan,0,0,28.454545454545453,27.363636363636363,2025-09-07,12.0,1647.9,-2.0,1638.3,CONCACAF,23.0,1549.82,-3.0,1531.53,AFC,2
285,Japan,El Salvador,6,0,25.727272727272727,26.90909090909091,2023-06-15,23.0,1549.82,-3.0,1531.53,AFC,70.0,1346.04,0.0,1349.47,CONCACAF,10
286,Iraq,Japan,2,1,26.818181818181817,27.63636363636364,2024-01-19,74.0,1325.44,-1.0,1333.03,AFC,23.0,1549.82,-3.0,1531.53,AFC,11
287,Japan,Syria,5,0,26.363636363636363,28.727272727272727,2024-06-11,23.0,1549.82,-3.0,1531.53,AFC,91.0,1251.22,5.0,1268.54,AFC,10
288,Syria,Japan,0,5,30.454545454545453,26.272727272727277,2023-11-21,91.0,1251.22,5.0,1268.54,AFC,23.0,1549.82,-3.0,1531.53,AFC,14
289,Japan,Croatia,1,3,28.90909090909091,29.454545454545453,2022-12-05,23.0,1549.82,-3.0,1531.53,AFC,15.0,1620.74,0.0,1620.74,UEFA,15
290,Japan,Colombia,1,2,26.181818181818183,27.0,2023-03-28,23.0,1549.82,-3.0,1531.53,AFC,19.0,1585.89,3.0,1607.15,CONMEBOL,10
291,Hong Kong,Iran,1,0,28.0,30.545454545454547,2024-01-19,148.0,1053.39,1.0,1053.39,AFC,21.0,1572.89,0.0,1557.58,AFC,17
292,Hong Kong,Iran,4,2,28.545454545454547,27.727272727272727,2024-06-06,148.0,1053.39,1.0,1053.39,AFC,21.0,1572.89,0.0,1557.58,AFC,12
293,Iran,Hong Kong,4,0,30.09090909090909,26.63636363636364,2023-11-16,21.0,1572.89,0.0,1557.58,AFC,148.0,1053.39,1.0,1053.39,AFC,14
294,Iran,Costa Rica,5,0,30.727272727272727,25.09090909090909,2026-03-31,21.0,1572.89,0.0,1557.58,AFC,42.0,1464.06,-7.0,1437.43,CONCACAF,13
295,Iran,Nicaragua,1,0,27.90909090909091,26.0,2022-11-10,21.0,1572.89,0.0,1557.58,AFC,144.0,1062.21,1.0,1062.21,CONCACAF,16
296,Iran,Kenya,2,1,28.818181818181817,28.454545454545453,2023-03-28,21.0,1572.89,0.0,1557.58,AFC,103.0,1202.26,1.0,1202.26,CAF,17
297,England,Iran,2,6,26.09090909090909,28.90909090909091,2022-11-21,5.0,1755.52,1.0,1755.52,UEFA,21.0,1572.89,0.0,1557.58,AFC,13
298,England,Iran,2,6,26.09090909090909,28.90909090909091,2022-11-21,5.0,1755.52,1.0,1755.52,UEFA,21.0,1572.89,0.0,1557.58,AFC,13
299,Jordan,Iran,3,1,27.272727272727277,30.09090909090909,2023-10-13,90.0,1259.84,0.0,1255.69,AFC,21.0,1572.89,0.0,1557.58,AFC,18
300,Iran,Palestine,4,1,31.0,28.09090909090909,2024-01-14,21.0,1572.89,0.0,1557.58,AFC,100.0,1208.9,1.0,1208.9,AFC,17
301,Indonesia,Iran,5,0,23.09090909090909,30.181818181818183,2024-01-09,160.0,1001.61,-4.0,992.31,AFC,21.0,1572.89,0.0,1557.58,AFC,15
302,Russia,Iran,1,2,26.0,30.545454545454547,2025-10-10,35.0,1493.42,1.0,1493.42,UEFA,21.0,1572.89,0.0,1557.58,AFC,17
303,Iran,Russia,1,1,29.545454545454547,25.63636363636364,2023-03-23,21.0,1572.89,0.0,1557.58,AFC,35.0,1493.42,1.0,1493.42,UEFA,17
306,South Korea,Iran,0,2,30.0,28.90909090909091,2022-03-24,29.0,1522.85,-4.0,1507.24,AFC,21.0,1572.89,0.0,1557.58,AFC,11
307,Iran,Uruguay,1,0,28.363636363636363,26.63636363636364,2022-09-23,21.0,1572.89,0.0,1557.58,AFC,16.0,1614.05,-1.0,1596.66,CONMEBOL,16
308,Wales,Iran,2,0,27.63636363636364,28.818181818181817,2022-11-25,20.0,1578.01,1.0,1578.01,UEFA,21.0,1572.89,0.0,1557.58,AFC,10
309,Wales,Iran,2,0,27.63636363636364,28.818181818181817,2022-11-25,20.0,1578.01,1.0,1578.01,UEFA,21.0,1572.89,0.0,1557.58,AFC,10
313,Iran,Cape Verde,5,4,29.90909090909091,29.818181818181817,2025-11-13,21.0,1572.89,0.0,1557.58,AFC,73.0,1336.88,0.0,1339.48,CAF,16
314,Iran,Nigeria,1,2,30.90909090909091,28.63636363636364,2026-03-27,21.0,1572.89,0.0,1557.58,AFC,32.0,1509.91,-4.0,1478.78,CAF,12
315,India,Iran,3,0,27.545454545454547,28.454545454545453,2025-09-01,104.0,1182.75,0.0,1182.75,AFC,21.0,1572.89,0.0,1557.58,AFC,12
316,Iran,Lebanon,2,0,26.63636363636364,29.454545454545453,2022-03-29,21.0,1572.89,0.0,1557.58,AFC,95.0,1228.97,0.0,1233.0,AFC,11
318,Iran,Burkina Faso,2,1,29.727272727272727,28.272727272727277,2024-01-05,21.0,1572.89,0.0,1557.58,AFC,56.0,1418.58,-4.0,1397.64,CAF,14
319,Bulgaria,Iran,1,0,24.181818181818183,30.454545454545453,2023-09-07,71.0,1345.47,0.0,1345.47,UEFA,21.0,1572.89,0.0,1557.58,AFC,16
320,Iran,Tanzania,2,0,28.0,26.272727272727277,2025-10-14,21.0,1572.89,0.0,1557.58,AFC,132.0,1118.76,1.0,1118.76,CAF,15
321,Iran,Syria,5,3,31.181818181818183,28.363636363636363,2024-01-31,21.0,1572.89,0.0,1557.58,AFC,91.0,1251.22,5.0,1268.54,AFC,16
322,Iran,Turkmenistan,5,0,28.545454545454547,26.818181818181817,2024-03-21,21.0,1572.89,0.0,1557.58,AFC,134.0,1117.6,1.0,1117.6,AFC,16
323,Turkmenistan,Iran,1,0,28.454545454545453,29.818181818181817,2024-03-26,134.0,1117.6,1.0,1117.6,AFC,21.0,1572.89,0.0,1557.58,AFC,15
324,Iran,Senegal,1,1,28.363636363636363,26.90909090909091,2022-09-27,21.0,1572.89,0.0,1557.58,AFC,18.0,1587.78,-2.0,1561.68,CAF,14
329,Iran,Uzbekistan,2,2,31.09090909090909,28.454545454545453,2025-03-25,21.0,1572.89,0.0,1557.58,AFC,85.0,1277.02,1.0,1274.58,AFC,16
330,Uzbekistan,Iran,0,1,27.545454545454547,28.0,2025-09-08,85.0,1277.02,1.0,1274.58,AFC,21.0,1572.89,0.0,1557.58,AFC,14
331,Uzbekistan,Iran,3,4,27.272727272727277,30.0,2025-11-18,85.0,1277.02,1.0,1274.58,AFC,21.0,1572.89,0.0,1557.58,AFC,16
332,Iran,Uzbekistan,0,0,30.363636363636363,27.727272727272727,2024-06-11,21.0,1572.89,0.0,1557.58,AFC,85.0,1277.02,1.0,1274.58,AFC,17
333,Uzbekistan,Iran,0,0,27.454545454545453,29.90909090909091,2024-10-10,85.0,1277.02,1.0,1274.58,AFC,21.0,1572.89,0.0,1557.58,AFC,14
334,Uzbekistan,Iran,2,2,27.90909090909091,29.727272727272727,2023-11-21,85.0,1277.02,1.0,1274.58,AFC,21.0,1572.89,0.0,1557.58,AFC,13
335,Uzbekistan,Iran,1,0,27.90909090909091,29.363636363636363,2023-06-20,85.0,1277.02,1.0,1274.58,AFC,21.0,1572.89,0.0,1557.58,AFC,15
336,Iran,Afghanistan,3,1,27.818181818181817,27.272727272727277,2025-08-29,21.0,1572.89,0.0,1557.58,AFC,150.0,1049.77,1.0,1049.77,AFC,12
337,Iran,Afghanistan,6,1,28.272727272727277,24.8,2023-06-13,21.0,1572.89,0.0,1557.58,AFC,150.0,1049.77,1.0,1049.77,AFC,15
338,Iran,Algeria,1,2,27.727272727272727,25.09090909090909,2022-06-12,21.0,1572.89,0.0,1557.58,AFC,43.0,1460.93,14.0,1516.51,CAF,18
339,Tajikistan,Iran,2,2,27.09090909090909,27.181818181818183,2025-09-04,115.0,1152.56,-1.0,1152.56,AFC,21.0,1572.89,0.0,1557.58,AFC,15
340,Egypt,Sierra Leone,1,0,29.272727272727277,25.272727272727277,2025-03-25,34.0,1497.05,-11.0,1451.77,CAF,107.0,1173.81,-1.0,1174.12,CAF,19
341,Sierra Leone,Egypt,0,2,23.545454545454547,29.181818181818183,2023-11-19,107.0,1173.81,-1.0,1174.12,CAF,34.0,1497.05,-11.0,1451.77,CAF,16
342,Angola,Egypt,0,0,28.363636363636363,26.181818181818183,2025-12-29,127.0,1131.72,1.0,1131.72,CAF,34.0,1497.05,-11.0,1451.77,CAF,16
343,Egypt,Jordan,0,3,28.818181818181817,27.454545454545453,2025-12-09,34.0,1497.05,-11.0,1451.77,CAF,90.0,1259.84,0.0,1255.69,AFC,14
344,Egypt,Saudi Arabia,4,0,29.454545454545453,28.63636363636364,2026-03-27,34.0,1497.05,-11.0,1451.77,CAF,53.0,1433.95,2.0,1434.71,AFC,17
345,Egypt,New Zealand,1,0,28.181818181818183,26.0,2024-03-22,34.0,1497.05,-11.0,1451.77,CAF,111.0,1161.66,1.0,1165.81,OFC,20
346,Egypt,Ghana,2,2,29.63636363636364,28.181818181818183,2024-01-18,34.0,1497.05,-11.0,1451.77,CAF,61.0,1381.45,9.0,1428.97,CAF,20
347,Egypt,Liberia,3,0,28.272727272727277,26.09090909090909,2022-09-27,34.0,1497.05,-11.0,1451.77,CAF,145.0,1058.28,1.0,1058.28,CAF,18
348,Egypt,Guinea-Bissau,1,0,28.545454545454547,26.181818181818183,2025-10-12,34.0,1497.05,-11.0,1451.77,CAF,113.0,1158.62,7.0,1177.14,CAF,19
349,Guinea-Bissau,Egypt,1,1,28.545454545454547,29.272727272727277,2024-06-10,113.0,1158.62,7.0,1177.14,CAF,34.0,1497.05,-11.0,1451.77,CAF,16
351,Egypt,Niger,3,0,28.63636363636364,26.63636363636364,2022-09-23,34.0,1497.05,-11.0,1451.77,CAF,114.0,1158.39,1.0,1158.39,CAF,18
352,Ethiopia,Egypt,0,2,24.77777777777778,29.545454545454547,2025-03-21,138.0,1081.24,1.0,1087.89,CAF,34.0,1497.05,-11.0,1451.77,CAF,21
353,Egypt,Ethiopia,2,0,30.181818181818183,26.0,2025-09-05,34.0,1497.05,-11.0,1451.77,CAF,138.0,1081.24,1.0,1087.89,CAF,19
354,Egypt,Ethiopia,1,0,28.181818181818183,25.454545454545453,2023-09-08,34.0,1497.05,-11.0,1451.77,CAF,138.0,1081.24,1.0,1087.89,CAF,16
355,Ethiopia,Egypt,2,0,25.181818181818183,28.0,2022-06-09,138.0,1081.24,1.0,1087.89,CAF,34.0,1497.05,-11.0,1451.77,CAF,16
